rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
354,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0.525426673,133.187774,0.3226,1.1357,3.45E+02,1.54,2084,4457.49,63.1,5800,4.567,0.816,291.82181,41.11269,14.797
355,5809890,K01050.01,,CANDIDATE,CANDIDATE,1.269090374,133.344006,0.9094,1.5736,3.52E+02,1.78,1372,836.67,80.3,5095,4.529,0.771,296.86099,41.09734,13.999
356,6131236,K01051.01,,CANDIDATE,CANDIDATE,6.79684436,138.11468,0.6562,3.226,4.29E+02,2.12,985,222.91,30.7,6061,4.486,0.97,294.16321,41.451801,15.391
357,9048161,K00146.01,,FALSE POSITIVE,FALSE POSITIVE,8.667829234,137.340813,1.378,5.1247,2.65E+03,89.11,1303,681.39,377.2,6266,3.923,1.889,299.39972,45.316051,13.03
358,3218908,K01108.02,,CANDIDATE,CANDIDATE,1.475322314,131.8332,0.2162,2.326,1.61E+02,0.95,1368,827.55,26.9,5513,4.599,0.753,286.49042,38.374908,14.604
359,3218908,K01108.03,,CANDIDATE,CANDIDATE,4.15244722,134.58277,0.099,2.5916,2.35E+02,1.14,969,208.64,24,5513,4.599,0.753,286.49042,38.374908,14.604
360,3235672,K01109.01,,FALSE POSITIVE,FALSE POSITIVE,6.7210783,134.7775984,,7.46,,,,,,,,,291.6069,38.348061,14.792
361,2837111,K01110.01,,CANDIDATE,CANDIDATE,8.73485836,135.08331,0.293,4.444,3.00E+02,1.67,890,148.62,24.8,5982,4.493,0.96,287.44409,38.088428,14.794
362,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,10.26545607,136.49897,0.6622,3.68,5.07E+02,2.03,771,83.37,23.6,5693,4.551,0.856,292.27905,38.284531,15.212
363,2307199,K00151.01,,CANDIDATE,CANDIDATE,13.4471896,132.829709,0.9561,3.019,1.45E+03,5.09,848,122.34,96.8,6276,4.405,1.041,292.37476,37.630959,14
364,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,3.305578959,180.681286,23.5283,2.5206,1.97E+04,1742.14,1023,258.67,229.5,5513,4.63,0.704,292.07849,38.631481,15.537
365,3869825,K01178.01,,FALSE POSITIVE,FALSE POSITIVE,4.800649187,134.368634,0.7475,8.5969,1.57E+04,18.9,1417,953.45,257,6705,4.26,1.389,296.13391,38.999008,13.32
366,3655332,K01179.01,,FALSE POSITIVE,FALSE POSITIVE,15.06650623,140.654381,0.8681,5.806,2.74E+04,20.06,746,73.2,332.6,5819,4.419,0.984,293.92599,38.73798,13.855
367,4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,34.82005311,163.016334,0.6447,11.159,2.02E+04,11.7,459,10.49,899.1,5114,4.522,0.784,286.86926,39.103729,15.187
368,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,0.651784471,133.111478,1.2684,2.00909,5.60E+03,42.15,2089,4500.59,263.3,5555,4.375,1.061,291.99988,38.437698,14.997
369,11192141,K00977.01,,CANDIDATE,CANDIDATE,1.353770439,261.43716,1.1768,6.74,1.34E+03,387.97,4903,136609.48,113.1,4283,2.012,15.76,292.71964,48.852016,10.523
370,11494130,K00978.01,,CANDIDATE,CANDIDATE,18.95473176,262.3942881,,16.24,,,,,,,,,284.02679,49.415428,10.988
371,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,4.348869116,262.727256,1.1948,3.2793,6.20E+02,2191.24,6365,387908.76,290.1,3603,0.616,88.045,298.80411,40.843563,10.68
372,12167361,K00980.01,,CANDIDATE,CANDIDATE,47.93095212,179.09625,1.1963,2.6873,2.16E+03,52.8,905,158.41,212.6,8214,4.104,1.938,295.59872,50.720669,10.376
373,8607720,K00981.01,,FALSE POSITIVE,FALSE POSITIVE,3.99751422,261.7243,0.0303,3.686,3.28E+01,2.98,2203,5563.95,6.1,5066,3.122,5.324,283.73642,44.71331,10.733
374,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,1.592642614,133.91835,0.033,5.6117,9.60E+02,1.92,1049,286.44,96.3,4504,4.634,0.647,291.76196,37.09864,15.47
375,9032900,K00134.01,,FALSE POSITIVE,FALSE POSITIVE,67.5952229,151.727745,0.0927,11.5753,5.28E+03,12.28,588,28.2,525.6,6038,4.082,1.744,295.58658,45.364979,13.675
376,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,17.02902105,143.33453,0.0168,4.686,5.91E+02,2.41,760,78.73,30.6,6299,4.472,0.983,290.51047,41.24482,15.381
377,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,6.84619299,132.17287,0.4391,3.614,2.70E+02,1.66,1030,265.57,19.2,6299,4.472,0.983,290.51047,41.24482,15.381
378,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,67.8318309,125.8843,0.2798,7.206,5.57E+02,2.35,479,12.46,15.9,6299,4.472,0.983,290.51047,41.24482,15.381
379,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,43.1308082,166.27028,0.1955,3.033,4.89E+02,2.2,557,22.79,11.7,6299,4.472,0.983,290.51047,41.24482,15.381
380,5956656,K01053.01,,CANDIDATE,CANDIDATE,1.224866322,133.20815,0.1174,1.7027,2.11E+02,1.19,1518,1253.88,21.7,5573,4.558,0.827,290.60794,41.201092,15.376
381,3109930,K01112.01,,CANDIDATE,CANDIDATE,37.8101174,158.35976,0.0299,8.693,6.26E+02,2.44,566,24.27,37.7,6085,4.451,0.973,289.7767,38.26228,14.633
382,2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,25.9340674,149.76212,0.1439,4.619,4.26E+02,2.35,707,59.04,39.6,6322,4.364,1.131,291.97617,38.05508,13.703
383,2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,83.4463335,158.68254,0.0056,6.521,4.94E+02,2.52,479,12.43,36.5,6322,4.364,1.131,291.97617,38.05508,13.703
384,3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,7.04710408,139.79744,1.0643,2.993,4.33E+02,10.77,986,223.84,23.1,5766,4.363,1.068,290.13492,38.404221,14.928
385,3116412,K01115.01,,CANDIDATE,CANDIDATE,12.99207337,136.3195,0.0023,5.9838,2.67E+02,1.96,855,126.29,36.3,5721,4.239,1.212,291.42358,38.216591,13.974
386,3865567,K01182.01,,FALSE POSITIVE,FALSE POSITIVE,11.11620794,133.099922,1.0642,0.727,2.60E+01,7.74,853,125.21,91.5,6122,4.471,0.996,295.29193,38.964588,15.38
387,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,1.92286291,134.658127,0.9229,3.5706,1.56E+03,4.45,1391,884.12,185.6,5778,4.531,0.911,291.44507,38.637211,14.942
388,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0.635445406,134.184074,1.2962,1.8885,3.43E+03,22.16,1175,450.96,171.4,3919,4.701,0.55,285.08026,39.18211,15.432
389,3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,1.665784043,133.863133,1.2884,1.89772,2.03E+03,41.43,1769,2313.11,405.9,6263,4.332,1.123,291.47629,38.50058,11.84
390,3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,55.6641243,156.34691,1.3107,23.322,3.83E+03,35.67,434,8.4,103.8,5588,4.527,0.853,294.74054,39.015511,15.593
391,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,52.09081602,158.74468,0.021,8.6329,2.97E+03,5.7,542,20.34,242.6,6388,4.442,1.037,300.51712,44.38158,13.914
392,11607193,K00983.01,,FALSE POSITIVE,FALSE POSITIVE,7.1548608,266.04847,0.9848,7.694,7.80E+02,7.41,1482,1141.57,24.2,7443,4.166,1.739,289.87411,49.68549,12.616
393,1161345,K00984.01,,CANDIDATE,CANDIDATE,4.287455473,262.062951,0.1239,1.49004,1.05E+03,2.78,998,234.19,212.3,5505,4.555,0.871,291.0488,36.839882,11.631
394,10227501,K00985.01,,FALSE POSITIVE,FALSE POSITIVE,2.002780712,261.95919,0.5078,2.4253,5.38E+02,2.11,1310,696.4,48.8,5346,4.44,0.892,298.44775,47.264999,14.606
395,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,8.1874109,260.86872,0.6542,3.0571,5.71E+02,2.09,798,95.73,48.6,5523,4.566,0.832,291.92596,38.014118,14.138
396,2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,76.0510651,161.71063,0.0173,6.443,3.88E+02,1.61,379,4.9,16.6,5523,4.566,0.832,291.92596,38.014118,14.138
397,8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,3.341802938,141.35515,0.9137,3.0241,1.60E+02,1.75,1311,698.74,51.7,5906,4.361,1.145,291.65317,44.688271,13.492
398,6032981,K01054.01,,FALSE POSITIVE,FALSE POSITIVE,3.3226948,134.444,0.4722,3.568,7.87E+01,15.33,3859,52428.3,8.6,5234,2.41,16.959,288.68259,41.30732,11.899
399,5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,36.97715299,133.62434,1.2583,4.8539,1.41E+03,40.61,602,31.08,92.3,5589,4.193,1.239,288.44287,41.17218,13.698
400,5964985,K01056.01,,FALSE POSITIVE,FALSE POSITIVE,1.851409163,133.17995,1.1117,10.232,2.33E+02,20.42,2154,5090.14,54.4,7117,4.176,1.469,293.2735,41.25769,13.473
401,6066416,K01057.01,,FALSE POSITIVE,FALSE POSITIVE,1.303862313,134.210839,1.0222,3.999,1.74E+02,7.63,2512,9415.27,143.6,6799,4.022,1.698,298.13794,41.334358,11.558
402,1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,145.5627134,146.05781,1.5034,5.818,3.55E+03,67.51,387,5.33,94.4,6148,4.346,1.095,286.49072,37.489979,13.884
403,2849805,K01116.01,,CANDIDATE,CANDIDATE,3.749100061,135.10921,0.1203,1.8438,1.89E+02,1.52,1238,555.66,36.4,5735,4.322,1.114,290.88467,38.057571,13.333
404,3114811,K01117.01,,CANDIDATE,CANDIDATE,11.0895723,141.76206,0.0102,6.3412,1.57E+02,2.49,1204,497.11,38.5,6350,3.968,1.974,291.03192,38.21196,12.808
405,2853446,K01118.01,,CANDIDATE,CANDIDATE,7.37292311,137.60914,0.4726,1.4996,2.09E+02,1.59,1004,240.11,19.7,5973,4.371,1.07,291.65097,38.028179,13.835
406,3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,7.24476139,139.10585,0.391,2.4587,6.17E+01,0.69,837,116.02,27.9,5370,4.494,0.874,294.49011,38.194126,11.157
407,3942446,K01193.01,,CANDIDATE,CANDIDATE,119.0624476,149.22216,0.9419,3.0992,5.83E+03,9.5,366,4.26,70.5,5697,4.392,0.92,287.88812,39.078709,15.289
408,3554031,K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,8.70797904,363.05652,0.1556,2.532,1.79E+03,2.62,593,29.3,31,4523,4.651,0.643,293.80441,38.63913,15.842
409,3554031,K01194.02,,FALSE POSITIVE,FALSE POSITIVE,14.8622932,354.57218,0.3388,3.082,1.07E+03,2.06,497,14.37,15.6,4523,4.651,0.643,293.80441,38.63913,15.842
410,3554031,K01194.03,Kepler-415 b,CONFIRMED,CANDIDATE,4.17634525,352.9956,0.3445,2.358,6.51E+02,1.61,758,77.85,15.9,4523,4.651,0.643,293.80441,38.63913,15.842
411,8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,27.40232089,133.62764,0.1043,6.8291,8.01E+02,2.96,671,47.91,84.1,6388,4.442,1.037,300.51712,44.38158,13.914
412,7295235,K00987.01,,CANDIDATE,CANDIDATE,3.179262921,261.842389,0.2924,1.0248,2.06E+02,1.22,1097,342.03,55.4,5530,4.567,0.845,295.57416,42.806438,12.55
413,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,10.38123451,268.024093,0.1409,2.7336,8.70E+02,2.23,678,50.05,85.4,5203,4.595,0.774,291.36478,37.609169,13.562
414,2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,24.57081569,135.87558,0.333,2.7576,7.54E+02,2.1,509,15.86,46.7,5203,4.595,0.774,291.36478,37.609169,13.562
415,10743597,K00989.01,,FALSE POSITIVE,FALSE POSITIVE,81.221876,184.26164,1.01,4.1135,9.88E+03,16.59,385,5.2,63,5619,4.536,0.874,296.38229,48.045311,15.488
416,10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,0.817025832,132.835799,1.3542,3.2809,1.99E+03,38.45,1782,2386.13,130.5,5619,4.536,0.874,296.38229,48.045311,15.488
417,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,3.024092548,132.4169214,0.3206,2.73608,8.00E+03,12.1,1475,1120.06,1798,6022,4.263,1.345,285.24084,46.668251,13.958
418,6124941,K01058.01,,CANDIDATE,CANDIDATE,5.67015514,136.201948,0.9601,0.8315,7.01E+02,0.67,342,3.23,48.2,3337,5.125,0.184,292.26181,41.442554,13.783
419,6060203,K01059.01,,CANDIDATE,CANDIDATE,1.022678821,133.45544,0.1654,1.3395,1.40E+02,0.95,1593,1521.94,21,5559,4.572,0.806,296.68045,41.38652,14.803
420,5880320,K01060.01,,CANDIDATE,CANDIDATE,12.1097104,140.21293,0.3465,5.8,2.88E+02,2.34,1028,263.98,27.9,6692,4.275,1.351,293.08463,41.135441,14.348
421,5880320,K01060.02,,CANDIDATE,CANDIDATE,4.75793986,137.69702,0.6614,4.677,1.34E+02,1.65,1404,919.17,19,6692,4.275,1.351,293.08463,41.135441,14.348
422,5880320,K01060.03,,CANDIDATE,CANDIDATE,20.4966197,147.4533,0.0317,6.38,2.17E+02,2.01,863,130.9,16.5,6692,4.275,1.351,293.08463,41.135441,14.348
423,3003992,K01119.02,,CANDIDATE,CANDIDATE,13.55480416,139.81805,0.1667,2.287,5.92E+01,0.66,680,50.41,19,5370,4.494,0.874,294.49011,38.194126,11.157
424,6307537,K01120.01,,FALSE POSITIVE,FALSE POSITIVE,29.74455472,172.386711,0.3032,22.8723,6.91E+04,20.53,455,10.12,181.6,4892,4.569,0.788,297.75708,41.680454,11.753
425,6359798,K01121.01,,FALSE POSITIVE,FALSE POSITIVE,14.15402436,140.698427,1.0888,4.48191,6.28E+04,41.95,691,53.91,2127.8,5671,4.531,0.828,290.35294,41.769741,12.932
426,6311681,K01122.01,,FALSE POSITIVE,FALSE POSITIVE,0.844786145,134.216765,1.2388,3.6072,3.42E+03,30.95,1863,2846.03,277.3,5705,4.452,0.915,298.71152,41.635792,15.363
427,6365321,K01123.01,,CANDIDATE,CANDIDATE,0.848483797,133.585468,1.245,1.449,2.06E+03,30.53,1906,3117.82,194.9,5941,4.504,0.936,292.23679,41.7393,15.323
428,6301035,K01124.01,,FALSE POSITIVE,FALSE POSITIVE,11.99096452,143.28459,1.344,5.7391,2.23E+03,46.1,880,141.63,121.5,6110,4.352,1.072,296.29855,41.602718,14.977
429,3859079,K01199.01,,CANDIDATE,CANDIDATE,53.5293487,147.86415,0.0963,5.577,1.18E+03,2.39,353,3.65,34.2,4744,4.606,0.725,293.74393,38.939281,14.887
430,3557493,K01200.01,,FALSE POSITIVE,FALSE POSITIVE,0.393726813,133.310396,1.1898,2.95,5.65E+02,24.17,2705,12661.53,64.8,6277,4.449,1.031,294.65121,38.636459,15.025
431,4061149,K01201.01,,CANDIDATE,CANDIDATE,2.75759025,133.049,0.2559,1.0669,6.32E+02,1.17,640,39.68,20.6,3712,4.793,0.46,292.57703,39.12088,15.597
432,3444588,K01202.01,,CANDIDATE,CANDIDATE,0.928310498,133.80341,0.3364,1.3,4.23E+02,1.47,1405,920.94,23.6,4894,4.604,0.72,291.69247,38.572899,15.854
433,8394721,K00152.03,Kepler-79 b,CONFIRMED,CANDIDATE,13.48458665,136.61752,0.0862,5.0575,6.84E+02,2.73,850,123.31,82.4,6388,4.442,1.037,300.51712,44.38158,13.914
434,3962243,K01203.01,Kepler-276 c,CONFIRMED,CANDIDATE,31.8841569,160.2093,0.3966,5.099,9.19E+02,3.15,605,31.63,25,6102,4.457,1.026,293.56815,39.03632,15.368
435,10743597,K00989.03,,CANDIDATE,CANDIDATE,16.15811112,143.00233,1.8572,6.049,2.32E+03,86.13,660,44.83,52.8,5619,4.536,0.874,296.38229,48.045311,15.488
436,10015516,K00990.01,,FALSE POSITIVE,FALSE POSITIVE,67.69213907,138.534171,0.5581,51.349,2.55E+04,175.98,1173,448.21,1328.2,5355,2.754,10.703,293.47363,46.970402,10.7
437,10154388,K00991.01,,CANDIDATE,CANDIDATE,12.06222443,138.22369,0.3251,2.1007,3.03E+02,2.8,1024,259.57,34.8,5957,4.058,1.592,296.49612,47.182861,13.581
438,1432789,K00992.01,,CANDIDATE,CANDIDATE,9.93143556,136.49303,0.0759,5.659,4.45E+02,1.92,824,109.11,24.8,5880,4.518,0.917,291.49942,37.05928,15.214
439,1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,21.8536791,144.3165,0.0383,3.342,4.00E+02,1.74,618,34.57,22.8,5830,4.54,0.876,290.72867,37.252651,14.246
440,5880320,K01060.04,,CANDIDATE,CANDIDATE,8.1934719,138.9921,0.4116,5.047,1.14E+02,1.47,1171,445.01,12.8,6692,4.275,1.351,293.08463,41.135441,14.348
441,5130369,K00140.01,,FALSE POSITIVE,FALSE POSITIVE,19.97871477,137.16822,0.9321,10.285,1.36E+03,9.16,1406,924.81,172.1,9589,4.152,2.095,299.15353,40.286961,13.849
442,6037187,K01061.01,,CANDIDATE,CANDIDATE,41.805985,142.81859,0.2209,6.132,4.95E+02,2.17,533,19.02,29.7,5907,4.445,0.973,290.1315,41.3815,14.502
443,6147122,K01062.01,,FALSE POSITIVE,FALSE POSITIVE,15.45150745,142.21678,0.9654,4.799,5.26E+02,6.02,1285,643.83,59.1,7839,4.08,2.069,297.98123,41.44487,11.798
444,8257407,K01063.01,,FALSE POSITIVE,FALSE POSITIVE,89.69818152,176.3059937,0.6677,5.60686,2.84E+05,103.06,554,22.33,8476.7,6214,4.021,1.583,299.0209,44.17276,13.624
445,8218274,K01064.01,,CANDIDATE,CANDIDATE,1.187352514,133.4658947,0.0036,2.77308,1.87E+04,17.99,2236,5906.09,2167.4,6422,4.195,1.47,285.06335,44.167885,13.623
446,3964562,K00015.01,,FALSE POSITIVE,FALSE POSITIVE,3.012476803,135.259011,1.4073,3.0952,1.86E+03,92.01,2290,6499.85,345.1,8605,4.195,1.878,294.1434,39.089779,12.403
447,5735762,K00148.01,Kepler-48 b,CONFIRMED,CANDIDATE,4.778004028,124.061369,0.4512,2.7495,4.88E+02,1.89,922,170.81,114.7,5296,4.558,0.852,299.13922,40.94902,13.04
448,6292162,K01125.01,,FALSE POSITIVE,FALSE POSITIVE,7.814833802,357.520739,0.9435,3.005,2.14E+03,5.47,902,156.74,99.9,5887,4.499,0.931,294.02725,41.675968,15.452
449,6307521,K01126.01,,FALSE POSITIVE,FALSE POSITIVE,29.7450305,157.3892,0.9325,22.689,8.07E+02,2.08,437,8.63,64.8,5209,4.711,0.591,297.75311,41.675991,15.259
450,6359320,K01127.01,Kepler-269 b,CONFIRMED,CANDIDATE,5.32670215,357.12164,0.3029,3.4984,7.03E+02,2.45,1007,242.97,36.2,5831,4.517,0.921,290.21518,41.77597,15.808
451,3848972,K01187.01,,FALSE POSITIVE,FALSE POSITIVE,0.370528579,133.7998086,1.345,1.04983,1.96E+03,33.63,2183,5370.54,355.9,5505,4.586,0.776,291.07126,38.999039,14.489
452,3860441,K01188.01,,CANDIDATE,CANDIDATE,2.98809136,133.27197,1.2574,3.738,9.00E+02,25.7,1101,347.58,49.3,5492,4.576,0.812,294.07071,38.981331,15.381
453,3765771,K01189.01,,FALSE POSITIVE,FALSE POSITIVE,2.783884757,133.227512,0.9992,2.416,9.96E+02,6.16,1435,1002.93,94.6,6369,4.432,1.023,295.94055,38.876389,14.216
454,3557341,K01190.01,,FALSE POSITIVE,FALSE POSITIVE,0.393727571,178.586931,1.2754,3.219,1.05E+03,27.7,2231,5857.24,62.9,5648,4.566,0.818,294.61893,38.611889,15.856
455,3859628,K01191.01,,CANDIDATE,CANDIDATE,8.17242018,361.20248,0.9035,3.718,1.02E+03,3.75,918,167.74,36.1,5993,4.489,0.986,293.87363,38.922482,15.24
456,3644071,K01192.01,,CANDIDATE,CANDIDATE,1295.362215,176.10646,1.3935,28.297,8.71E+03,57.82,169,0.19,164,5609,4.346,1.048,291.03217,38.703911,14.215
457,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,13.06076688,137.63154,0.666,3.214,2.58E+02,1.49,734,68.66,18.4,5830,4.54,0.876,290.72867,37.252651,14.246
458,1431122,K00994.01,,CANDIDATE,CANDIDATE,4.29895465,132.85604,0.0837,2.15,2.47E+02,1.42,1040,276.97,19.8,5518,4.473,0.919,291.14249,37.061321,14.613
459,3858949,K00995.01,,FALSE POSITIVE,FALSE POSITIVE,25.9519363,154.87418,1.2944,14.512,1.25E+03,28.98,521,17.48,82.1,5377,4.583,0.797,293.71075,38.983608,14.576
460,3858824,K00996.01,,FALSE POSITIVE,FALSE POSITIVE,25.9519103,154.88432,1.2299,14.66,2.16E+03,23.34,495,14.23,85.5,5205,4.604,0.747,293.67657,38.991379,15.342
461,2157247,K00997.01,,FALSE POSITIVE,FALSE POSITIVE,5.68628739,135.89269,0.8548,17.573,5.56E+03,4.5,1059,297.81,414.4,6052,4.442,0.956,290.77863,37.564079,14.378
462,7601633,K00136.01,,CANDIDATE,CANDIDATE,15.66388467,147.395882,0.9559,2.4391,5.27E+03,23.45,1060,298.77,308.3,5996,3.901,2.221,289.87347,43.203838,13.439
463,8242681,K01065.01,,FALSE POSITIVE,FALSE POSITIVE,4.020628944,133.638518,0.8177,4.35188,2.21E+04,17.33,1232,543.92,1160.2,6210,4.45,1.033,295.03925,44.191059,15.472
464,8260218,K01066.01,,CANDIDATE,CANDIDATE,5.714817623,355.008347,0.0022,3.15564,1.38E+04,9.83,943,187.27,566.3,5695,4.526,0.842,299.78632,44.16954,15.623
465,8246781,K01067.01,,CANDIDATE,CANDIDATE,185.0228788,273.185524,1.6423,4.85043,4.48E+04,101.66,344,3.33,898.5,6195,4.437,1.029,296.30942,44.165741,14.685
466,8264070,K01068.01,,FALSE POSITIVE,FALSE POSITIVE,2.897432016,450.75761,0.9596,3.1853,1.49E+03,15.18,2170,5240,84,5970,3.619,2.994,300.867,44.14529,15.036
467,8222813,K01069.01,,CANDIDATE,CANDIDATE,8.70419416,357.56008,0.6356,2.9741,1.18E+03,4.02,892,149.57,72.9,5423,4.303,1.119,287.5932,44.17942,15.07
468,6359320,K01127.02,Kepler-269 c,CONFIRMED,CANDIDATE,8.12810877,358.67816,0.1932,3.91,3.10E+02,1.62,875,138.51,13.9,5831,4.517,0.921,290.21518,41.77597,15.808
469,6359320,K01127.03,,CANDIDATE,CANDIDATE,2.83669898,353.8098,0.2728,3.018,1.78E+02,1.23,1242,562.48,12.1,5831,4.517,0.921,290.21518,41.77597,15.808
470,6362874,K01128.01,,CANDIDATE,CANDIDATE,0.974868926,133.076177,0.2421,1.5975,2.07E+02,1.19,1614,1605.87,84.6,5487,4.563,0.832,291.43329,41.703442,13.507
471,6272413,K01129.01,,CANDIDATE,CANDIDATE,4.89718784,133.40218,0.1207,1.799,2.79E+02,1.38,904,157.93,16.7,5093,4.483,0.847,287.27264,41.635559,15.456
472,8279765,K01130.01,,FALSE POSITIVE,FALSE POSITIVE,2.757792899,135.2331713,0.7811,2.75099,4.25E+04,20.62,1231,542.43,1485,5747,4.514,0.891,282.60336,44.28698,15.235
473,8330548,K01132.01,,FALSE POSITIVE,FALSE POSITIVE,1.914158243,134.644997,1.2607,3.993,9.71E+03,47.76,1663,1806.32,264.7,6343,4.411,1.137,301.01672,44.233841,14.446
474,3348082,K01196.01,,FALSE POSITIVE,FALSE POSITIVE,3.98214893,135.5293,0.6826,2.2112,3.97E+02,2.13,1204,497.42,26.8,6020,4.426,1.008,292.92276,38.47728,15.035
475,3853673,K01197.01,,FALSE POSITIVE,FALSE POSITIVE,0.643794786,133.983806,1.2196,1.586,5.03E+02,22,2006,3829.69,51.4,5949,4.56,0.83,292.35287,38.942471,15.103
476,3447722,K01198.01,Kepler-275 c,CONFIRMED,CANDIDATE,16.08831829,139.49239,0.1373,5.664,6.58E+02,3.32,881,142.11,30.6,6535,4.348,1.283,292.47971,38.514919,15.319
477,3447722,K01198.02,Kepler-275 b,CONFIRMED,CANDIDATE,10.30065512,142.7397,0.4044,4.943,2.96E+02,2.25,1021,257.24,15.9,6535,4.348,1.283,292.47971,38.514919,15.319
478,3447722,K01198.03,Kepler-275 d,CONFIRMED,CANDIDATE,35.6756963,145.00698,0.5275,7.351,5.41E+02,3.08,675,49.15,18.2,6535,4.348,1.283,292.47971,38.514919,15.319
479,3447722,K01198.04,,CANDIDATE,CANDIDATE,1.00861677,132.109479,,0.91,,,,,,,,,292.47971,38.514919,15.319
480,1432214,K00998.01,,FALSE POSITIVE,FALSE POSITIVE,161.7881939,214.03997,0.1471,5.3149,9.69E+04,31.24,348,3.46,638.4,6092,4.471,0.998,291.38269,37.07299,15.661
481,2165002,K00999.01,Kepler-263 b,CONFIRMED,CANDIDATE,16.56805949,146.15237,0.2835,4.2513,1.32E+03,2.81,594,29.37,41,5265,4.571,0.781,292.46976,37.567791,15.391
482,2165002,K00999.02,Kepler-263 c,CONFIRMED,CANDIDATE,47.3330262,151.41667,0.1809,2.819,9.76E+02,2.4,418,7.24,15.4,5265,4.571,0.781,292.46976,37.567791,15.391
483,2441728,K01000.01,,FALSE POSITIVE,FALSE POSITIVE,0.856895103,133.67532,0.1712,1.2911,1.11E+02,0.93,1881,2960.82,42.9,6021,4.537,0.873,291.07446,37.744389,13.098
484,1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,40.8068494,155.71295,0.8578,13.459,3.17E+02,4.86,844,119.96,59.4,6231,3.797,2.397,292.04462,37.37624,13.038
485,8222813,K01069.02,,CANDIDATE,CANDIDATE,2.46697439,354.92929,0.2201,1.5646,3.30E+02,2.01,1358,804.95,29.5,5423,4.303,1.119,287.5932,44.17942,15.07
486,12105051,K00141.01,,CANDIDATE,CANDIDATE,2.624234598,132.305095,0.8057,1.4012,2.68E+03,5.14,1153,417.7,352.8,5377,4.547,0.879,288.0383,50.651611,13.687
487,8240904,K01070.01,Kepler-266 b,CONFIRMED,CANDIDATE,6.61834191,360.36925,0.1929,3.7047,6.12E+02,2.51,990,226.65,32.6,5888,4.444,1.019,294.48438,44.166908,15.59
488,8240904,K01070.02,Kepler-266 c,CONFIRMED,CANDIDATE,107.7215744,354.19037,0.1951,8.112,1.42E+03,3.83,390,5.49,28.9,5888,4.444,1.019,294.48438,44.166908,15.59
489,8240904,K01070.03,,CANDIDATE,CANDIDATE,92.77779,367.6112,0.0174,6.64,3.59E+02,1.92,410,6.7,5.2,5888,4.444,1.019,294.48438,44.166908,15.59
490,8374494,K01133.01,,FALSE POSITIVE,FALSE POSITIVE,5.251919503,357.321242,0.9941,5.5797,1.69E+04,19.91,948,191.03,368.6,5537,4.525,0.868,294.99734,44.321388,15.756
491,5735762,K00148.02,Kepler-48 c,CONFIRMED,CANDIDATE,9.673953474,125.339663,0.0267,3.287,9.86E+02,2.61,729,66.6,172.5,5296,4.558,0.852,299.13922,40.94902,13.04
492,8414907,K01134.01,,FALSE POSITIVE,FALSE POSITIVE,100.3036002,277.06321,1.6846,10.769,7.74E+03,66.06,313,2.26,74.7,5055,4.566,0.772,284.51962,44.453941,15.783
