# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  2 05:10:39 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
324,HD 154857,b,Radial Velocity,2,408.60000000,1.291000,0.460000,,2.24000,Msini,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,68.54,7.238,V (Johnson),5605.00,1.72,1.76,2014-05-14
325,HD 154857,c,Radial Velocity,2,3452.00000000,5.360000,0.060000,,2.58000,Msini,,,0,0,0,0,17h11m15.73s,257.815521,-56d40m50.9s,-56.680798,68.54,7.238,V (Johnson),5605.00,1.72,1.76,2014-05-14
326,HD 155233,b,Radial Velocity,1,818.80000000,2.000000,0.040000,,2.60000,Msini,,,0,0,0,0,17h11m04.37s,257.768188,-20d39m16.5s,-20.654570,75.13,6.810,V (Johnson),4960.00,1.69,5.03,2016-03-17
327,HD 155358,b,Radial Velocity,2,194.30000000,0.640000,0.170000,,0.85000,Msini,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.40,7.270,V (Johnson),,,,2014-05-14
328,HD 155358,c,Radial Velocity,2,391.90000000,1.020000,0.160000,,0.82000,Msini,,,0,0,0,0,17h09m34.61s,257.394226,+33d21m21.1s,33.355854,43.40,7.270,V (Johnson),,,,2014-05-14
329,HD 156279,b,Radial Velocity,1,131.05000000,0.495000,0.708000,,9.71000,Msini,,,0,0,0,0,17h12m23.20s,258.096680,+63d21m07.5s,63.352093,35.37,8.100,V (Johnson),5453.00,0.93,,2014-05-14
330,HD 156411,b,Radial Velocity,1,842.20000000,1.880000,0.220000,,0.74000,Msini,,,0,0,0,0,17h19m51.40s,259.964172,-48d32m57.6s,-48.549320,55.10,6.673,V (Johnson),5900.00,1.25,2.16,2014-06-25
331,HD 156668,b,Radial Velocity,1,4.64550000,0.050000,0.000000,,0.01300,Msini,,,0,0,0,1,17h17m40.49s,259.418701,+29d13m38.0s,29.227226,24.05,8.420,V (Johnson),,,,2014-05-14
332,HD 156846,b,Radial Velocity,1,359.55460000,1.096000,0.847850,,10.57000,Msini,,,0,0,0,0,17h20m34.31s,260.142944,-19d20m01.5s,-19.333746,49.00,6.506,V (Johnson),5969.00,1.35,2.12,2014-05-14
333,HD 158038,b,Radial Velocity,1,521.00000000,1.520000,0.291000,,1.80000,Msini,,,0,0,0,0,17h25m45.43s,261.439301,+27d18m12.0s,27.303341,114.15,7.640,V (Johnson),4897.00,1.65,4.80,2014-05-14
334,HD 159243,b,Radial Velocity,2,12.62000000,0.110000,0.020000,,1.13000,Msini,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.700733,68.59,8.646,V (Johnson),6123.00,1.12,1.12,2014-05-14
335,HD 159243,c,Radial Velocity,2,248.40000000,0.800000,0.075000,,1.90000,Msini,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.700733,68.59,8.646,V (Johnson),6123.00,1.12,1.12,2014-05-14
336,HD 159868,b,Radial Velocity,2,1178.40000000,2.250000,0.010000,,2.10000,Msini,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,52.72,7.242,V (Johnson),5558.00,1.09,,2014-05-14
337,HD 159868,c,Radial Velocity,2,352.30000000,1.000000,0.150000,,0.73000,Msini,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,52.72,7.242,V (Johnson),5558.00,1.09,,2014-05-14
338,HD 1605,b,Radial Velocity,2,577.90000000,1.480000,0.078000,,0.96000,Msini,,,0,0,0,0,00h20m31.52s,5.131330,+30d58m29.3s,30.974804,84.60,7.520,V (Johnson),4757.00,1.31,3.80,2015-04-01
339,HD 1605,c,Radial Velocity,2,2111.00000000,3.520000,0.098000,,3.48000,Msini,,,0,0,0,0,00h20m31.52s,5.131330,+30d58m29.3s,30.974804,84.60,7.520,V (Johnson),4757.00,1.31,3.80,2015-04-01
340,HD 160691,b,Radial Velocity,4,643.25000000,1.497000,0.128000,,1.08000,Msini,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,5.150,V (Johnson),5807.00,1.08,,2014-08-21
341,HD 160691,c,Radial Velocity,4,4205.80000000,5.235000,0.098500,,1.81400,Msini,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,5.150,V (Johnson),5807.00,1.08,,2014-08-21
342,HD 160691,d,Radial Velocity,4,9.63860000,0.090940,0.172000,,0.03321,Msini,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,5.150,V (Johnson),5807.00,1.08,,2014-08-21
343,HD 160691,e,Radial Velocity,4,310.55000000,0.921000,0.066600,,0.52190,Msini,,,0,0,0,0,17h44m08.70s,266.036255,-51d50m02.6s,-51.834053,15.28,5.150,V (Johnson),5807.00,1.08,,2014-08-21
344,HD 16141,b,Radial Velocity,1,75.52300000,0.363000,0.252000,,0.26000,Msini,,,0,0,0,0,02h35m19.93s,38.833035,-03d33m38.2s,-3.560602,35.91,6.830,V (Johnson),5794.00,1.12,,2014-05-14
345,HD 16175,b,Radial Velocity,1,990.00000000,2.100000,0.590000,,4.40000,Msini,,,0,0,0,0,02h37m01.91s,39.257961,+42d03m45.5s,42.062634,59.84,7.282,V (Johnson),6080.00,1.29,1.68,2014-05-14
346,HD 162020,b,Radial Velocity,1,8.42819800,0.074000,0.277000,,14.40000,Msini,,,0,0,0,0,17h50m38.36s,267.659821,-40d19m06.1s,-40.318348,31.26,9.100,V (Johnson),4830.00,0.75,,2014-05-14
347,HD 163607,b,Radial Velocity,2,75.29000000,0.360000,0.730000,,0.77000,Msini,,,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.391956,69.44,7.979,V (Johnson),5543.00,1.09,1.63,2015-02-05
348,HD 163607,c,Radial Velocity,2,1314.00000000,2.420000,0.120000,,2.29000,Msini,,,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.391956,69.44,7.979,V (Johnson),5543.00,1.09,1.63,2014-06-25
349,HD 16417,b,Radial Velocity,1,17.24000000,0.140000,0.200000,,0.06960,Msini,,,0,0,0,1,02h36m58.61s,39.244198,-34d34m40.7s,-34.577976,25.54,5.780,V (Johnson),,1.20,,2014-05-14
350,HD 164509,b,Radial Velocity,1,282.40000000,0.875000,0.260000,,0.48000,Msini,,,0,0,0,0,18h01m31.23s,270.380127,+00d06m16.4s,0.104556,51.81,8.103,V (Johnson),5922.00,1.13,1.06,2014-06-25
351,HD 164595,b,Radial Velocity,1,40.00000000,0.230000,0.088000,,0.05078,Msini,,,0,0,0,0,18h00m38.89s,270.162048,+29d34m18.9s,29.571922,28.93,7.100,V (Johnson),5790.00,0.99,,2015-09-10
352,HD 164604,b,Radial Velocity,1,606.40000000,1.300000,0.240000,,2.70000,Msini,,,0,0,0,0,18h03m06.94s,270.778900,-28d33m38.3s,-28.560644,37.98,9.827,V (Johnson),,,,2014-05-14
353,HD 164922,b,Radial Velocity,1,1155.00000000,2.110000,0.050000,,0.36000,Msini,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,21.92,7.010,V (Johnson),5385.00,0.94,,2014-05-14
354,HD 1666,b,Radial Velocity,1,270.00000000,0.940000,0.630000,,6.43000,Msini,,,0,0,0,0,00h20m52.34s,5.218085,-19d55m52.4s,-19.931225,110.62,8.170,V (Johnson),6317.00,1.50,1.93,2015-04-01
355,HD 166724,b,Radial Velocity,1,5144.00000000,5.420000,0.734000,,3.53000,Msini,,,0,0,0,0,18h13m59.68s,273.498657,-42d34m31.3s,-42.575375,42.99,9.344,V (Johnson),5127.00,0.81,,2014-05-14
356,HD 167042,b,Radial Velocity,1,420.77000000,1.320000,0.089000,,1.70000,Msini,,,0,0,0,0,18h10m31.64s,272.631836,+54d17m11.6s,54.286552,50.00,5.940,V (Johnson),4943.00,1.50,4.50,2014-05-14
357,HD 168443,b,Radial Velocity,2,58.11247000,0.293100,0.528830,,7.65900,Msini,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,37.88,6.917,V (Johnson),5491.00,0.99,1.51,2014-06-25
358,HD 168443,c,Radial Velocity,2,1749.83000000,2.837300,0.211300,,17.19300,Msini,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,37.88,6.917,V (Johnson),5491.00,0.99,1.51,2015-02-05
359,HD 168746,b,Radial Velocity,1,6.40400000,0.065900,0.107000,,0.24800,Msini,,,0,0,0,0,18h21m49.78s,275.457428,-11d55m21.7s,-11.922684,43.12,7.946,V (Johnson),5564.00,0.93,,2014-06-25
360,HD 1690,b,Radial Velocity,1,533.00000000,1.300000,0.640000,,6.10000,Msini,,,0,0,0,0,00h21m13.32s,5.305497,-08d16m52.2s,-8.281169,7.01,9.170,V (Johnson),4393.00,1.09,16.70,2014-05-14
361,HD 169830,b,Radial Velocity,2,225.62000000,0.810000,0.310000,,2.88000,Msini,,,0,0,0,1,18h27m49.48s,276.956177,-29d49m00.7s,-29.816866,36.32,5.902,V (Johnson),6299.00,1.40,,2014-06-25
362,HD 169830,c,Radial Velocity,2,2102.00000000,3.600000,0.330000,,4.04000,Msini,,,0,0,0,0,18h27m49.48s,276.956177,-29d49m00.7s,-29.816866,36.32,5.902,V (Johnson),6299.00,1.40,,2014-06-25
363,HD 170469,b,Radial Velocity,1,1145.00000000,2.100000,0.110000,,0.67000,Msini,,,0,0,0,0,18h29m10.98s,277.295746,+11d41m43.8s,11.695502,64.98,8.210,V (Johnson),5810.00,1.14,1.22,2014-07-02
364,HD 17092,b,Radial Velocity,1,359.90000000,,0.166000,,4.60000,Msini,,,0,0,0,0,02h46m22.11s,41.592117,+49d39m11.1s,49.653076,,,,4650.00,2.30,,2014-07-02
365,HD 171028,b,Radial Velocity,1,550.00000000,1.320000,0.590000,,1.98000,Msini,,,0,0,0,0,18h32m15.49s,278.064527,+06d56m44.7s,6.945743,90.00,8.310,V (Johnson),5663.00,0.99,1.95,2014-07-02
366,HD 171238,b,Radial Velocity,1,1523.00000000,2.540000,0.400000,,2.60000,Msini,,,0,0,0,0,18h34m43.67s,278.681976,-28d04m20.3s,-28.072313,44.05,8.660,V (Johnson),5467.00,0.94,,2014-07-02
367,HD 17156,b,Radial Velocity,1,21.21663000,0.161400,0.681900,87.890,3.22000,Mass,1.020,3.78000,0,0,0,0,02h49m44.49s,42.435364,+71d45m11.6s,71.753235,75.00,8.172,V (Johnson),6100.00,1.24,1.44,2014-10-29
368,HD 173416,b,Radial Velocity,1,323.60000000,1.160000,0.210000,,2.70000,Msini,,,0,0,0,0,18h43m36.11s,280.900452,+36d33m23.8s,36.556606,134.95,6.057,V (Johnson),4683.00,2.00,13.50,2014-07-09
369,HD 175167,b,Radial Velocity,1,1290.00000000,2.400000,0.540000,,7.80000,Msini,,,0,0,0,0,19h00m00.83s,285.003479,-69d56m39.3s,-69.944244,67.02,8.000,V (Johnson),,,,2014-05-14
370,HD 175541,b,Radial Velocity,1,297.30000000,1.030000,0.330000,,0.61000,Msini,,,0,0,0,0,18h55m40.88s,283.920349,+04d15m55.2s,4.265325,127.55,8.030,V (Johnson),5060.00,1.65,3.80,2014-07-09
371,HD 175607,b,Radial Velocity,1,29.01000000,,0.110000,,0.02825,Msini,,,0,0,0,0,19h01m05.49s,285.272858,-66d11m33.6s,-66.192680,45.27,8.610,V (Johnson),5392.00,0.71,0.70,2015-11-19
372,HD 177830,b,Radial Velocity,2,406.60000000,1.221800,0.009000,,1.49000,Msini,,,0,0,0,0,19h05m20.77s,286.336548,+25d55m14.4s,25.920660,59.03,7.177,V (Johnson),4949.00,1.47,2.62,2014-05-14
373,HD 177830,c,Radial Velocity,2,110.90000000,0.513700,0.300000,,0.15000,Msini,,,0,0,0,0,19h05m20.77s,286.336548,+25d55m14.4s,25.920660,59.03,7.177,V (Johnson),4949.00,1.47,2.62,2014-05-14
374,HD 178911 B,b,Radial Velocity,1,71.48400000,0.339000,0.114000,,7.03000,Msini,,,0,0,0,0,19h09m03.11s,287.262939,+34d35m59.5s,34.599850,47.00,7.792,V (Johnson),5668.00,1.01,,2014-05-14
375,HD 179079,b,Radial Velocity,1,14.47600000,0.121600,0.115000,,0.08660,Msini,,,0,0,0,0,19h11m09.83s,287.790955,-02d38m18.2s,-2.638385,63.69,7.950,V (Johnson),5684.00,1.15,1.60,2014-07-09
376,HD 179949,b,Radial Velocity,1,3.09251400,0.044300,0.022000,,0.91600,Msini,,,0,0,0,0,19h15m33.23s,288.888458,-24d10m45.7s,-24.179352,27.05,6.250,V (Johnson),6168.00,1.21,,2014-07-09
377,HD 180314,b,Radial Velocity,1,396.03000000,1.400000,0.257000,,22.00000,Msini,,,0,0,0,0,19h14m50.21s,288.709198,+31d51m37.3s,31.860350,131.75,6.608,V (Johnson),4917.00,2.60,9.20,2015-09-10
378,HD 180902,b,Radial Velocity,1,479.00000000,1.390000,0.090000,,1.60000,Msini,,,0,0,0,0,19h19m17.71s,289.823792,-23d33m29.4s,-23.558155,114.55,7.778,V (Johnson),5030.00,1.52,4.10,2014-05-14
379,HD 181342,b,Radial Velocity,1,562.10000000,1.650000,0.100000,,2.90000,Msini,,,0,0,0,0,19h21m04.23s,290.267639,-23d37m10.5s,-23.619572,110.62,7.550,V (Johnson),5040.00,1.89,5.12,2016-03-17
380,HD 181433,b,Radial Velocity,3,9.37430000,0.080000,0.396000,,0.02400,Msini,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,8.400,V (Johnson),4962.00,0.78,,2014-07-23
381,HD 181433,c,Radial Velocity,3,962.00000000,1.760000,0.280000,,0.64000,Msini,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,8.400,V (Johnson),4962.00,0.78,,2014-07-23
382,HD 181433,d,Radial Velocity,3,2172.00000000,3.000000,0.480000,,0.54000,Msini,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,8.400,V (Johnson),4962.00,0.78,,2014-07-23
383,HD 181720,b,Radial Velocity,1,956.00000000,1.780000,0.260000,,0.37000,Msini,,,0,0,0,0,19h22m52.98s,290.720764,-32d55m08.6s,-32.919056,55.93,7.849,V (Johnson),5781.00,0.92,1.39,2014-07-23
384,HD 183263,b,Radial Velocity,2,626.50000000,1.510000,0.356700,,3.67000,Msini,,,0,0,0,0,19h28m24.57s,292.102386,+08d21m29.0s,8.358054,52.83,7.861,V (Johnson),5936.00,1.17,,2014-07-23
385,HD 183263,c,Radial Velocity,2,3070.00000000,4.350000,0.239000,,3.57000,Msini,,,0,0,0,0,19h28m24.57s,292.102386,+08d21m29.0s,8.358054,52.83,7.861,V (Johnson),5936.00,1.17,,2014-07-23
386,HD 185269,b,Radial Velocity,1,6.83800000,0.077000,0.300000,,0.94000,Msini,,,0,0,0,0,19h37m11.74s,294.298920,+28d29m59.5s,28.499865,47.37,,,5980.00,1.28,1.88,2014-07-23
387,HD 187085,b,Radial Velocity,1,986.00000000,2.050000,0.470000,,0.75000,Msini,,,0,0,0,0,19h49m33.97s,297.391541,-37d46m50.0s,-37.780552,44.98,7.214,V (Johnson),6075.00,1.22,,2014-07-23
388,HD 187123,b,Radial Velocity,2,3.09658280,0.042600,0.010300,,0.52300,Msini,,,0,0,0,0,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,47.92,7.832,V (Johnson),5830.00,1.00,,2014-07-23
389,HD 187123,c,Radial Velocity,2,3810.00000000,4.890000,0.252000,,1.99000,Msini,,,0,0,0,0,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,47.92,7.832,V (Johnson),5830.00,1.00,,2014-07-23
390,HD 18742,b,Radial Velocity,1,772.00000000,1.920000,0.120000,,2.70000,Msini,,,0,0,0,0,03h00m10.66s,45.044407,-20d48m09.4s,-20.802603,127.88,7.970,V (Johnson),5048.00,1.60,4.90,2014-05-14
391,HD 188015,b,Radial Velocity,1,461.20000000,1.203000,0.137000,,1.50000,Msini,,,0,0,0,0,19h52m04.54s,298.018921,+28d06m01.4s,28.100376,52.63,8.234,V (Johnson),5746.00,1.09,,2014-07-23
392,HD 189733,b,Radial Velocity,1,2.21857520,,,,,,,,0,0,0,0,20h00m43.71s,300.182129,+22d42m39.1s,22.710854,19.25,7.670,V (Johnson),4875.00,0.85,0.81,2015-04-24
393,HD 190360,b,Radial Velocity,2,2915.00000000,4.010000,0.313000,,1.56000,Msini,,,0,0,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,15.89,5.730,V (Johnson),5590.00,0.96,1.13,2014-08-21
394,HD 190360,c,Radial Velocity,2,17.11100000,0.130400,0.237000,,0.06000,Msini,,,0,0,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,15.89,5.730,V (Johnson),5590.00,0.96,1.13,2014-08-21
395,HD 190647,b,Radial Velocity,1,1038.10000000,2.070000,0.180000,,1.90000,Msini,,,0,0,0,0,20h07m19.67s,301.831970,-35d32m19.1s,-35.538631,54.23,7.775,V (Johnson),5628.00,1.10,,2014-05-14
396,HD 190984,b,Radial Velocity,1,4885.00000000,5.500000,0.570000,,3.10000,Msini,,,0,0,0,0,20h11m30.72s,302.877991,-64d37m13.7s,-64.620468,189.39,8.760,V (Johnson),5988.00,0.91,1.53,2014-08-21
397,HD 192263,b,Radial Velocity,1,24.35870000,0.153120,0.008000,,0.73300,Msini,,,0,0,0,0,20h13m59.85s,303.499359,-00d52m00.8s,-0.866877,19.89,7.790,V (Johnson),4996.00,0.81,0.73,2015-03-26
398,HD 192310,b,Radial Velocity,2,74.72000000,0.320000,0.130000,90.000,0.05320,Msin(i)/sin(i),,,0,0,0,0,20h15m17.39s,303.822449,-27d01m58.7s,-27.032976,8.82,5.730,V (Johnson),5166.00,0.80,,2015-07-02
399,HD 192310,c,Radial Velocity,2,525.80000000,1.180000,0.320000,90.000,0.07600,Msin(i)/sin(i),,,0,0,0,0,20h15m17.39s,303.822449,-27d01m58.7s,-27.032976,8.82,5.730,V (Johnson),5166.00,0.80,,2015-07-02
400,HD 192699,b,Radial Velocity,1,345.53000000,1.150000,0.129000,,2.40000,Msini,,,0,0,0,0,20h16m06.01s,304.025024,+04d34m50.9s,4.580795,67.39,6.440,V (Johnson),5220.00,1.68,3.90,2014-08-21
401,HD 195019,b,Radial Velocity,1,18.20132000,0.138800,0.013800,,3.69000,Msini,,,0,0,0,0,20h28m18.63s,307.077637,+18d46m10.2s,18.769497,37.35,6.870,V (Johnson),5788.00,1.07,,2014-07-23
402,HD 196050,b,Radial Velocity,1,1378.00000000,2.540000,0.228000,,2.90000,Msini,,,0,0,0,0,20h37m51.71s,309.465454,-60d38m04.1s,-60.634483,46.93,7.500,V (Johnson),5892.00,1.15,,2014-08-21
403,HD 196067,b,Radial Velocity,1,3638.00000000,5.020000,0.660000,,6.90000,Msini,,,0,0,0,0,20h41m44.09s,310.433716,-75d21m02.9s,-75.350800,43.57,6.030,V (Johnson),6017.00,1.29,1.73,2014-05-14
404,HD 196885,b,Radial Velocity,1,1333.00000000,2.370000,0.480000,,2.58000,Msini,,,0,0,0,0,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,32.99,6.398,V (Johnson),6254.00,1.28,1.31,2014-08-21
405,HD 197037,b,Radial Velocity,1,1035.70000000,2.070000,0.220000,,0.79000,Msini,,,0,0,0,0,20h39m32.96s,309.887329,+42d14m54.8s,42.248550,32.83,6.813,V (Johnson),,,,2014-05-14
406,HD 19994,b,Radial Velocity,1,466.20000000,1.305000,0.063000,,1.37000,Msini,,,0,0,0,0,03h12m46.44s,48.193485,-01d11m46.0s,-1.196101,22.38,5.060,V (Johnson),6190.00,1.37,,2014-05-14
407,HD 200964,b,Radial Velocity,2,613.80000000,1.601000,0.040000,,1.85000,Msini,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,6.487,V (Johnson),5164.00,1.44,4.30,2014-05-14
408,HD 200964,c,Radial Velocity,2,825.00000000,1.950000,0.181000,,0.89500,Msini,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,6.487,V (Johnson),5164.00,1.44,4.30,2014-05-14
409,HD 202206,b,Radial Velocity,2,255.87000000,0.830000,0.435000,90.000,17.40000,Msin(i)/sin(i),,,0,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,8.080,V (Johnson),5765.00,1.15,,2015-08-27
410,HD 202206,c,Radial Velocity,2,1383.40000000,2.550000,0.267000,90.000,2.44000,Msin(i)/sin(i),,,0,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,8.080,V (Johnson),5765.00,1.15,,2015-08-27
411,HD 203030,b,Imaging,1,,487.100000,,,24.09000,Mass,,,0,0,0,1,21h18m58.22s,319.742584,+26d13m50.0s,26.230545,40.85,8.425,V (Johnson),,,,2014-05-14
412,HD 2039,b,Radial Velocity,1,1120.00000000,2.230000,0.715000,,6.11000,Msini,,,0,0,0,0,00h24m20.28s,6.084491,-56d39m00.2s,-56.650047,89.85,9.000,V (Johnson),5941.00,1.17,,2014-08-21
413,HD 204313,b,Radial Velocity,2,2024.10000000,3.167000,0.094600,,4.28000,Msini,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,7.990,V (Johnson),5776.00,1.02,,2015-11-19
414,HD 204313,c,Radial Velocity,2,34.90500000,0.209900,0.155000,,0.05530,Msini,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,7.990,V (Johnson),5776.00,1.02,,2015-11-19
415,HD 204941,b,Radial Velocity,1,1733.00000000,2.560000,0.370000,,0.26600,Msini,,,0,0,0,0,21h32m23.51s,323.097961,-20d57m26.7s,-20.957422,26.95,8.450,V (Johnson),5056.00,0.74,0.72,2014-05-14
416,HD 205739,b,Radial Velocity,1,279.80000000,0.896000,0.270000,,1.37000,Msini,,,0,0,0,0,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484,90.33,8.560,V (Johnson),6176.00,1.22,1.33,2014-09-25
417,HD 206610,b,Radial Velocity,1,610.00000000,1.680000,0.229000,,2.20000,Msini,,,0,0,0,0,21h43m24.90s,325.853760,-07d24m29.7s,-7.408253,170.07,8.346,V (Johnson),4874.00,1.56,6.10,2014-05-14
418,HD 20782,b,Radial Velocity,1,577.90000000,1.359000,0.570000,,0.73000,Msini,,,0,0,0,0,03h20m03.58s,50.014908,-28d51m14.7s,-28.854071,36.02,7.367,V (Johnson),5758.00,1.00,,2014-09-25
419,HD 207832,b,Radial Velocity,2,161.97000000,0.570000,0.130000,,0.56000,Msini,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,55.31,8.786,V (Johnson),5710.00,0.94,0.90,2015-09-10
420,HD 207832,c,Radial Velocity,2,1155.70000000,2.112000,0.270000,,0.73000,Msini,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,55.31,8.786,V (Johnson),5710.00,0.94,0.90,2015-09-10
421,HD 20794,b,Radial Velocity,3,18.31500000,0.120700,0.000000,90.000,0.00850,Msin(i)/sin(i),,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,4.270,V (Johnson),5401.00,0.70,,2015-08-27
422,HD 20794,c,Radial Velocity,3,40.11400000,0.203600,0.000000,90.000,0.00760,Msin(i)/sin(i),,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,4.270,V (Johnson),5401.00,0.70,,2015-08-27
423,HD 20794,d,Radial Velocity,3,90.30900000,0.349900,0.000000,90.000,0.01500,Msin(i)/sin(i),,,0,0,0,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,6.06,4.270,V (Johnson),5401.00,0.70,,2015-08-27
424,HD 208487,b,Radial Velocity,1,130.08000000,0.524000,0.240000,,0.52000,Msini,,,0,0,0,0,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,44.00,7.471,V (Johnson),6067.00,1.13,,2014-11-05
425,HD 208527,b,Radial Velocity,1,875.50000000,2.100000,0.080000,,9.90000,Msini,,,0,0,0,0,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,352.11,6.400,V (Johnson),4035.00,1.60,51.10,2014-05-14
426,HD 20868,b,Radial Velocity,1,380.85000000,0.947000,0.750000,,1.99000,Msini,,,0,0,0,0,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,48.90,9.920,V (Johnson),4795.00,0.78,0.79,2014-11-05
427,HD 209458,b,Radial Velocity,1,3.52474859,,,86.929,,,1.320,,0,0,0,1,22h03m10.77s,330.794891,+18d53m03.5s,18.884319,47.08,,,,1.10,1.12,2014-08-21
428,HD 210277,b,Radial Velocity,1,442.19000000,1.138000,0.476000,,1.29000,Msini,,,0,0,0,0,22h09m29.87s,332.374451,-07d32m55.2s,-7.548654,21.29,6.530,V (Johnson),5555.00,1.01,,2014-11-19
429,HD 210702,b,Radial Velocity,1,354.80000000,1.200000,0.094000,,1.90000,Msini,,,0,0,0,0,22h11m51.33s,332.963867,+16d02m26.0s,16.040550,55.93,,,4967.00,1.68,5.10,2015-09-03
430,HD 212301,b,Radial Velocity,1,2.24571500,0.036000,0.000000,,0.45000,Msini,,,0,0,0,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,52.72,7.764,V (Johnson),6256.00,1.27,,2014-05-14
431,HD 212771,b,Radial Velocity,1,373.30000000,1.220000,0.111000,,2.30000,Msini,,,0,0,0,0,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,121.80,7.595,V (Johnson),5121.00,1.15,5.00,2014-05-14
432,HD 213240,b,Radial Velocity,1,951.00000000,2.030000,0.450000,,4.50000,Msini,,,0,0,0,0,22h31m00.37s,337.751526,-49d25m59.8s,-49.433270,40.75,6.814,V (Johnson),,,,2015-04-30
433,HD 215497,b,Radial Velocity,2,3.93404000,0.047000,0.160000,,0.02000,Msini,,,0,0,0,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,43.53,8.960,V (Johnson),5113.00,0.87,,2014-11-19
